Log file open, 01/01/23 13:23:30
[2023.01.01-12.23.34:741][  0]LogMeshReduction: Using QuadricMeshReduction for automatic static mesh reduction
[2023.01.01-12.23.34:741][  0]LogMeshReduction: Using SimplygonMeshReduction for automatic skeletal mesh reduction
[2023.01.01-12.23.34:741][  0]LogMeshReduction: Using ProxyLODMeshReduction for automatic mesh merging
[2023.01.01-12.23.34:741][  0]LogMeshReduction: No distributed automatic mesh merging module available
[2023.01.01-12.23.34:741][  0]LogMeshMerging: No distributed automatic mesh merging module available
[2023.01.01-12.23.34:835][  0]LogNetVersion: UnrealLearningKit 1.0.0, NetCL: 23058290, EngineNetVer: 30, GameNetVer: 0 (Checksum: 3934421002)
[2023.01.01-12.23.35:141][  0]LogUObjectArray: 20936 objects as part of root set at end of initial load.
[2023.01.01-12.23.35:141][  0]LogUObjectAllocator: 5786168 out of 0 bytes used by permanent object pool.
[2023.01.01-12.23.35:141][  0]LogUObjectArray: CloseDisregardForGC: 0/0 objects in disregard for GC pool
[2023.01.01-12.23.35:164][  0]LogSlate: Border
[2023.01.01-12.23.35:164][  0]LogSlate: BreadcrumbButton
[2023.01.01-12.23.35:164][  0]LogSlate: Brushes.Title
[2023.01.01-12.23.35:164][  0]LogSlate: Default
[2023.01.01-12.23.35:164][  0]LogSlate: Icons.Save
[2023.01.01-12.23.35:164][  0]LogSlate: Icons.Toolbar.Settings
[2023.01.01-12.23.35:164][  0]LogSlate: ListView
[2023.01.01-12.23.35:164][  0]LogSlate: SoftwareCursor_CardinalCross
[2023.01.01-12.23.35:164][  0]LogSlate: SoftwareCursor_Grab
[2023.01.01-12.23.35:164][  0]LogSlate: TableView.DarkRow
[2023.01.01-12.23.35:164][  0]LogSlate: TableView.Row
[2023.01.01-12.23.35:164][  0]LogSlate: TreeView
[2023.01.01-12.23.35:314][  0]LogTurnkeySupport: Completed device detection: Code = 0
[2023.01.01-12.23.35:463][  0]LogAudio: Display: Registering Engine Module Parameter Interfaces...
[2023.01.01-12.23.35:480][  0]LogMetasoundEngine: MetaSound Engine Initialized
[2023.01.01-12.23.35:712][  0]LogPython: Using Python 3.9.7
[2023.01.01-12.23.36:350][  0]LogTcpMessaging: Initializing TcpMessaging bridge
[2023.01.01-12.23.36:355][  0]LogUdpMessaging: Initializing bridge on interface 0.0.0.0:0 to multicast group 230.0.0.1:6666.
[2023.01.01-12.23.36:359][  0]LogUdpMessaging: Display: Added local interface '192.168.0.110' to multicast group '230.0.0.1:6666'
[2023.01.01-12.23.36:442][  0]LogNiagaraDebuggerClient: Niagara Debugger Client Initialized | Session: C744C56B4163815AAE796885C133DFE3 | Instance: 23F3E3F449A68AD2E8F5948C3E49C2CB (MACIEKPC-11432).
[2023.01.01-12.23.36:562][  0]LogAndroidPermission: UAndroidPermissionCallbackProxy::GetInstance
[2023.01.01-12.23.36:577][  0]LogAudioCaptureCore: Display: No Audio Capture implementations found. Audio input will be silent.
[2023.01.01-12.23.36:577][  0]LogAudioCaptureCore: Display: No Audio Capture implementations found. Audio input will be silent.
[2023.01.01-12.23.36:879][  0]LogOpenImageDenoise: OIDN starting up
[2023.01.01-12.23.37:038][  0]SourceControl: Source control is disabled
[2023.01.01-12.23.37:046][  0]SourceControl: Source control is disabled
[2023.01.01-12.23.37:052][  0]SourceControl: Source control is disabled
[2023.01.01-12.23.37:057][  0]LogUProjectInfo: Found projects:
[2023.01.01-12.23.37:062][  0]LogVSAccessor: Display: Unable to create Visual Studio setup instance: 80040154
[2023.01.01-12.23.37:062][  0]LogVSAccessor: Display: Unable to create Visual Studio setup instance: 80040154
[2023.01.01-12.23.37:062][  0]LogVSAccessor: Display: Unable to create Visual Studio setup instance: 80040154
[2023.01.01-12.23.37:220][  0]LogCollectionManager: Loaded 0 collections in 0.002094 seconds
[2023.01.01-12.23.37:222][  0]LogFileCache: Scanning file cache for directory 'C:/Users/mtark/Documents/Unreal/Projekty/ObstacleAssault/UnrealLearningKit/Saved/Collections/' took 0.00s
[2023.01.01-12.23.37:224][  0]LogFileCache: Scanning file cache for directory 'C:/Users/mtark/Documents/Unreal/Projekty/ObstacleAssault/UnrealLearningKit/Content/Developers/mtark/Collections/' took 0.00s
[2023.01.01-12.23.37:225][  0]LogFileCache: Scanning file cache for directory 'C:/Users/mtark/Documents/Unreal/Projekty/ObstacleAssault/UnrealLearningKit/Content/Collections/' took 0.00s
[2023.01.01-12.23.37:755][  0]LogEngine: Initializing Engine...
[2023.01.01-12.23.37:776][  0]LogStats: UGameplayTagsManager::InitializeManager -  0.000 s
[2023.01.01-12.23.37:779][  0]LogMaterial: Display: Missing cached shadermap for WireframeMaterial in PCD3D_SM6, Default, SM6 (DDC key hash: 33C1CC8C155A68B222673666EE2950BFA374C65E), compiling. Is special engine material.
[2023.01.01-12.23.37:783][  0]LogMaterial: Display: Missing cached shadermap for LevelColorationLitMaterial in PCD3D_SM6, Default, SM6 (DDC key hash: 0B5404728330F9B710557703AC54BFE90D376E51), compiling. Is special engine material.
[2023.01.01-12.23.37:788][  0]LogMaterial: Display: Missing cached shadermap for LevelColorationUnlitMaterial in PCD3D_SM6, Default, SM6 (DDC key hash: F8C824DF53F3FC64B802BDD5A317B7DA3E491C29), compiling. Is special engine material.
[2023.01.01-12.23.37:794][  0]LogMaterial: Display: Missing cached shadermap for MAT_LevelColorationLitLightmapUV in PCD3D_SM6, Default, SM6 (DDC key hash: 1EC3A8DD86B898F0F78D02738EE321A11695844F), compiling. Is special engine material.
[2023.01.01-12.23.37:799][  0]LogMaterial: Display: Missing cached shadermap for ShadedLevelColorationLitMaterial in PCD3D_SM6, Default, SM6 (DDC key hash: B6F2D30827D9225AB2707EFF40E594A434904175), compiling. Is special engine material.
[2023.01.01-12.23.37:804][  0]LogMaterial: Display: Missing cached shadermap for ShadedLevelColorationUnlitMateri in PCD3D_SM6, Default, SM6 (DDC key hash: 94BA5E9721C1DF0760D093CA87A4C4331226D368), compiling. Is special engine material.
[2023.01.01-12.23.37:904][  0]LogInit: Initializing FReadOnlyCVARCache
[2023.01.01-12.23.37:919][  0]LogChaos: FPhysicsSolverBase::AsyncDt:0.016667
[2023.01.01-12.23.37:937][  0]LogAIModule: Creating AISystem for world Untitled
[2023.01.01-12.23.37:938][  0]LogNetVersion: Set ProjectVersion to 4.1. Version Checksum will be recalculated on next use.
[2023.01.01-12.23.37:938][  0]LogInit: Texture streaming: Enabled
[2023.01.01-12.23.37:960][  0]LogAnalytics: Display: [UEEditor.Rocket.Release] APIServer = https://datarouter.ol.epicgames.com/. AppVersion = 5.1.0-23058290+++UE5+Release-5.1
[2023.01.01-12.23.37:968][  0]LogAudio: Display: Initializing Audio Device Manager...
[2023.01.01-12.23.37:983][  0]LogAudio: Display: Loading Default Audio Settings Objects...
[2023.01.01-12.23.37:984][  0]LogAudio: Display: No default SoundConcurrencyObject specified (or failed to load).
[2023.01.01-12.23.37:985][  0]LogAudio: Display: AudioInfo: 'BINKA' Registered
[2023.01.01-12.23.37:987][  0]LogAudio: Display: AudioInfo: 'PCM' Registered
[2023.01.01-12.23.37:987][  0]LogAudio: Display: AudioInfo: 'ADPCM' Registered
[2023.01.01-12.23.37:987][  0]LogAudio: Display: AudioInfo: 'OGG' Registered
[2023.01.01-12.23.37:987][  0]LogAudio: Display: AudioInfo: 'OPUS' Registered
[2023.01.01-12.23.37:987][  0]LogAudio: Display: Audio Device Manager Initialized
[2023.01.01-12.23.37:987][  0]LogAudio: Display: Creating Audio Device:                 Id: 1, Scope: Shared, Realtime: True
[2023.01.01-12.23.37:987][  0]LogAudioMixer: Display: Audio Mixer Platform Settings:
[2023.01.01-12.23.37:987][  0]LogAudioMixer: Display: 	Sample Rate:						  48000
[2023.01.01-12.23.37:987][  0]LogAudioMixer: Display: 	Callback Buffer Frame Size Requested: 1024
[2023.01.01-12.23.37:987][  0]LogAudioMixer: Display: 	Callback Buffer Frame Size To Use:	  1024
[2023.01.01-12.23.37:987][  0]LogAudioMixer: Display: 	Number of buffers to queue:			  1
[2023.01.01-12.23.37:987][  0]LogAudioMixer: Display: 	Max Channels (voices):				  0
[2023.01.01-12.23.37:987][  0]LogAudioMixer: Display: 	Number of Async Source Workers:		  4
[2023.01.01-12.23.37:987][  0]LogAudio: Display: AudioDevice MaxSources: 32
[2023.01.01-12.23.37:988][  0]LogAudio: Display: Audio Spatialization Plugin: None (built-in).
[2023.01.01-12.23.37:988][  0]LogAudio: Display: Audio Reverb Plugin: None (built-in).
[2023.01.01-12.23.37:988][  0]LogAudio: Display: Audio Occlusion Plugin: None (built-in).
[2023.01.01-12.23.37:994][  0]LogAudioMixer: Display: Initializing audio mixer using platform API: 'XAudio2'
[2023.01.01-12.23.38:019][  0]LogAudioMixer: Display: Using Audio Hardware Device Słuchawki (VIRO Plus)
[2023.01.01-12.23.38:020][  0]LogAudioMixer: Display: Initializing Sound Submixes...
[2023.01.01-12.23.38:022][  0]LogAudioMixer: Display: Creating Master Submix 'MasterSubmixDefault'
[2023.01.01-12.23.38:022][  0]LogAudioMixer: Display: Creating Master Submix 'MasterReverbSubmixDefault'
[2023.01.01-12.23.38:022][  0]LogAudioMixer: FMixerPlatformXAudio2::StartAudioStream() called. InstanceID=1
[2023.01.01-12.23.38:022][  0]LogAudioMixer: Display: Output buffers initialized: Frames=1024, Channels=2, Samples=2048, InstanceID=1
[2023.01.01-12.23.38:024][  0]LogAudioMixer: Display: Starting AudioMixerPlatformInterface::RunInternal(), InstanceID=1
[2023.01.01-12.23.38:024][  0]LogAudioMixer: Display: FMixerPlatformXAudio2::SubmitBuffer() called for the first time. InstanceID=1
[2023.01.01-12.23.38:024][  0]LogInit: FAudioDevice initialized.
[2023.01.01-12.23.38:024][  0]LogAudio: Display: Audio Device (ID: 1) registered with world 'Untitled'.
[2023.01.01-12.23.38:037][  0]LogCsvProfiler: Display: Metadata set : largeworldcoordinates="1"
[2023.01.01-12.23.38:045][  0]LogLiveCoding: Display: Starting LiveCoding
[2023.01.01-12.23.38:045][  0]LogLiveCoding: Display: LiveCodingConsole Arguments: UnrealEditor Win64 Development
[2023.01.01-12.23.38:047][  0]LogLiveCoding: Display: First instance in process group "UE_UnrealLearningKit_0x79cbc6e4", spawning console
[2023.01.01-12.23.38:054][  0]LogLiveCoding: Display: Waiting for server
[2023.01.01-12.23.38:414][  0]LogLiveCoding: Display: Successfully initialized, removing startup thread
[2023.01.01-12.23.38:440][  0]LogInit: Transaction tracking system initialized
[2023.01.01-12.23.38:471][  0]LogSourceControl: Display: Uncontrolled Changelist persistency file loaded ../../../../../../Users/mtark/Documents/Unreal/Projekty/ObstacleAssault/UnrealLearningKit/Saved/SourceControl/UncontrolledChangelists.json
[2023.01.01-12.23.38:471][  0]LogSourceControl: Uncontrolled asset enumeration started...
[2023.01.01-12.23.38:475][  0]LogSourceControl: Uncontrolled asset enumeration finished in 0.004327 seconds (Found 115 uncontrolled assets)
[2023.01.01-12.23.38:506][  0]BlueprintLog: New page: Editor Load
[2023.01.01-12.23.38:629][  0]LocalizationService: Localization service is disabled
[2023.01.01-12.23.38:659][  0]TimingProfiler: Initialize
[2023.01.01-12.23.38:659][  0]TimingProfiler: OnSessionChanged
[2023.01.01-12.23.38:659][  0]LoadingProfiler: Initialize
[2023.01.01-12.23.38:660][  0]LoadingProfiler: OnSessionChanged
[2023.01.01-12.23.38:660][  0]NetworkingProfiler: Initialize
[2023.01.01-12.23.38:660][  0]NetworkingProfiler: OnSessionChanged
[2023.01.01-12.23.38:660][  0]MemoryProfiler: Initialize
[2023.01.01-12.23.38:660][  0]MemoryProfiler: OnSessionChanged
[2023.01.01-12.23.38:713][  0]Warning: In asset 'None', there is an enum property of type 'EIOSVersion' with an invalid value of 'IOS_11'
[2023.01.01-12.23.38:713][  0]LogObj: Error: LoadConfig (/Script/IOSRuntimeSettings.Default__IOSRuntimeSettings): import failed for MinimumiOSVersion in: IOS_11
[2023.01.01-12.23.38:793][  0]LogVSAccessor: Display: Unable to create Visual Studio setup instance: 80040154
[2023.01.01-12.23.38:794][  0]LogVSAccessor: Display: Unable to create Visual Studio setup instance: 80040154
[2023.01.01-12.23.38:794][  0]LogVSAccessor: Display: Unable to create Visual Studio setup instance: 80040154
[2023.01.01-12.23.38:914][  0]LogFileCache: Scanning file cache for directory 'C:/Users/mtark/Documents/Unreal/Projekty/ObstacleAssault/UnrealLearningKit/Content/' took 0.01s
[2023.01.01-12.23.38:972][  0]LogEditorDomain: Display: Class /Script/AnimationData.AnimationSequencerDataModel is imported by a package but does not exist in memory. EditorDomain keys for packages using it will be invalid if it still exists.
	To clear this message, resave packages that use the deleted class, or load its module earlier than the packages that use it are referenced.
[2023.01.01-12.23.39:168][  0]LogLevelSequenceEditor: LevelSequenceEditor subsystem initialized.
[2023.01.01-12.23.39:216][  0]LogInit: Display: Engine is initialized. Leaving FEngineLoop::Init()
[2023.01.01-12.23.39:218][  0]SourceControl: Source control is disabled
[2023.01.01-12.23.39:218][  0]LogUnrealEdMisc: Loading editor; pre map load, took 9.251
[2023.01.01-12.23.39:224][  0]LightingResults: New page: Lighting Build
[2023.01.01-12.23.39:228][  0]LogWorld: UWorld::CleanupWorld for Untitled, bSessionEnded=true, bCleanupResources=true
[2023.01.01-12.23.39:228][  0]LogSlate: InvalidateAllWidgets triggered.  All widgets were invalidated
[2023.01.01-12.23.39:229][  0]MapCheck: New page: Map Check
[2023.01.01-12.23.39:229][  0]LightingResults: New page: Lighting Build
[2023.01.01-12.23.39:235][  0]LogAudio: Display: Audio Device unregistered from world 'None'.
[2023.01.01-12.23.39:238][  0]LogUObjectHash: Compacting FUObjectHashTables data took   0.52ms
[2023.01.01-12.23.42:058][  0]LogAudio: Display: Audio Device (ID: 1) registered with world 'LearningKit_Games_Showcase'.
[2023.01.01-12.23.42:058][  0]LogChaos: FPhysicsSolverBase::AsyncDt:0.016667
[2023.01.01-12.23.42:059][  0]LogAIModule: Creating AISystem for world LearningKit_Games_Showcase
[2023.01.01-12.23.42:767][  0]LogNiagara: Compiling System NiagaraSystem /Game/LearningKit_Games/Assets/VFX/Pollen/VFX_Pollen.VFX_Pollen took 0.756577 sec, no shader worker used.
[2023.01.01-12.23.42:777][  0]LogNiagara: Compiling System NiagaraSystem /Game/LearningKit_Games/Assets/VFX/Emitters/Enviroment/NS_WindCurveSystem.NS_WindCurveSystem took 0.899950 sec, no shader worker used.
[2023.01.01-12.23.42:795][  0]LogNiagara: Compiling System NiagaraSystem /Game/LearningKit_Games/Assets/VFX/Clouds/VFX_MeshClouds_Base.VFX_MeshClouds_Base took 0.853358 sec, no shader worker used.
[2023.01.01-12.23.44:021][  0]LogEditorServer: Finished looking for orphan Actors (0.000 secs)
[2023.01.01-12.23.44:045][  0]LogUObjectHash: Compacting FUObjectHashTables data took   1.30ms
[2023.01.01-12.23.44:045][  0]Cmd: MAP CHECKDEP NOCLEARLOG
[2023.01.01-12.23.44:046][  0]MapCheck: Map check complete: 0 Error(s), 0 Warning(s), took 0,252ms to complete.
[2023.01.01-12.23.44:046][  0]LogFileHelpers: Loading map 'LearningKit_Games_Showcase' took 4.827
[2023.01.01-12.23.44:061][  0]LogUnrealEdMisc: Total Editor Startup Time, took 14.095
[2023.01.01-12.23.44:061][  0]LogShaderCompilers: Display: ================================================
[2023.01.01-12.23.44:061][  0]LogShaderCompilers: Display: === FShaderJobCache stats ===
[2023.01.01-12.23.44:061][  0]LogShaderCompilers: Display: Total job queries 14, among them cache hits 0 (0.00%)
[2023.01.01-12.23.44:061][  0]LogShaderCompilers: Display: Tracking 14 distinct input hashes that result in 14 distinct outputs (100.00%)
[2023.01.01-12.23.44:061][  0]LogShaderCompilers: Display: RAM used: 0.08 MB (0.00 GB) of 819.20 MB (0.80 GB) budget. Usage: 0.01%
[2023.01.01-12.23.44:061][  0]LogShaderCompilers: Display: === Shader Compilation stats ===
[2023.01.01-12.23.44:061][  0]LogShaderCompilers: Display: Shaders Compiled: 0
[2023.01.01-12.23.44:061][  0]LogShaderCompilers: Display: Jobs assigned 0, completed 0 (0.00%)
[2023.01.01-12.23.44:062][  0]LogShaderCompilers: Display: Time at least one job was in flight (either pending or executed): 0.00 s
[2023.01.01-12.23.44:062][  0]LogShaderCompilers: Display: ================================================
[2023.01.01-12.23.44:217][  0]LogSlate: Updating window title bar state: overlay mode, drag disabled, window buttons hidden, title bar hidden
[2023.01.01-12.23.44:228][  0]LogSlate: Updating window title bar state: overlay mode, drag disabled, window buttons hidden, title bar hidden
[2023.01.01-12.23.44:237][  0]LogSlate: Updating window title bar state: overlay mode, drag disabled, window buttons hidden, title bar hidden
[2023.01.01-12.23.44:245][  0]LogSlate: Updating window title bar state: overlay mode, drag disabled, window buttons hidden, title bar hidden
[2023.01.01-12.23.44:338][  0]LogPakFile: Display: Mounted Pak file 'C:/Program Files/Epic Games/UE_5.1/FeaturePacks/StarterContent.upack', mount point: 'root:/'
[2023.01.01-12.23.44:344][  0]LogPakFile: Display: Mounted Pak file 'C:/Program Files/Epic Games/UE_5.1/FeaturePacks/TP_FirstPerson.upack', mount point: 'root:/'
[2023.01.01-12.23.44:352][  0]LogPakFile: Display: Mounted Pak file 'C:/Program Files/Epic Games/UE_5.1/FeaturePacks/TP_FirstPersonBP.upack', mount point: 'root:/'
[2023.01.01-12.23.44:359][  0]LogPakFile: Display: Mounted Pak file 'C:/Program Files/Epic Games/UE_5.1/FeaturePacks/TP_HandheldARBP.upack', mount point: 'root:/'
[2023.01.01-12.23.44:366][  0]LogPakFile: Display: Mounted Pak file 'C:/Program Files/Epic Games/UE_5.1/FeaturePacks/TP_ThirdPerson.upack', mount point: 'root:/'
[2023.01.01-12.23.44:372][  0]LogPakFile: Display: Mounted Pak file 'C:/Program Files/Epic Games/UE_5.1/FeaturePacks/TP_ThirdPersonBP.upack', mount point: 'root:/'
[2023.01.01-12.23.44:378][  0]LogPakFile: Display: Mounted Pak file 'C:/Program Files/Epic Games/UE_5.1/FeaturePacks/TP_TopDown.upack', mount point: 'root:/'
[2023.01.01-12.23.44:383][  0]LogPakFile: Display: Mounted Pak file 'C:/Program Files/Epic Games/UE_5.1/FeaturePacks/TP_TopDownBP.upack', mount point: 'root:/'
[2023.01.01-12.23.44:390][  0]LogPakFile: Display: Mounted Pak file 'C:/Program Files/Epic Games/UE_5.1/FeaturePacks/TP_VehicleAdvBP.upack', mount point: 'root:/'
[2023.01.01-12.23.44:397][  0]LogPakFile: Display: Mounted Pak file 'C:/Program Files/Epic Games/UE_5.1/FeaturePacks/TP_VirtualRealityBP.upack', mount point: 'root:/'
[2023.01.01-12.23.44:885][  0]LogSlate: Took 0.000265 seconds to synchronously load lazily loaded font '../../../Engine/Content/Slate/Fonts/Roboto-Regular.ttf' (155K)
[2023.01.01-12.23.44:894][  0]LogSlate: Took 0.004793 seconds to synchronously load lazily loaded font '../../../Engine/Content/Slate/Fonts/Roboto-Italic.ttf' (157K)
[2023.01.01-12.23.44:902][  0]LogSlate: Took 0.007628 seconds to synchronously load lazily loaded font '../../../Engine/Content/Slate/Fonts/DroidSansMono.ttf' (77K)
[2023.01.01-12.23.44:919][  0]LogViewport: Scene viewport resized to 2742x1254, mode Windowed.
[2023.01.01-12.23.45:910][  0]LogStall: Startup...
[2023.01.01-12.23.45:912][  0]LogStall: Startup complete.
[2023.01.01-12.23.45:922][  0]LogInput: Warning: Action Jump uses invalid key Daydream_Left_Select_Click.
[2023.01.01-12.23.45:922][  0]LogInput: Warning: Action ResetVR uses invalid key Daydream_Left_Trackpad_Click.
[2023.01.01-12.23.45:922][  0]LogInput: Warning: Action Jump uses invalid key OculusGo_Left_Trigger_Click.
[2023.01.01-12.23.45:922][  0]LogInput: Warning: Action Jump uses invalid key MagicLeap_Left_Trigger.
[2023.01.01-12.23.45:922][  0]LogInput: Warning: Action ResetVR uses invalid key OculusGo_Left_Trackpad_Click.
[2023.01.01-12.23.45:922][  0]LogInput: Warning: Action ResetVR uses invalid key MagicLeap_Left_Bumper.
[2023.01.01-12.23.45:922][  0]LogInput: Warning: Use -RemoveInvalidKeys to remove instances of these keys from the action mapping.
[2023.01.01-12.23.45:922][  0]LogLoad: (Engine Initialization) Total time: 15.96 seconds
[2023.01.01-12.23.45:922][  0]LogLoad: (Engine Initialization) Total Blueprint compile time: 0.00 seconds
[2023.01.01-12.23.45:988][  0]LogAssetRegistry: Asset discovery search completed in 11.9088 seconds
[2023.01.01-12.23.46:007][  0]LogCollectionManager: Fixed up redirectors for 0 collections in 0.000004 seconds (updated 0 objects)
[2023.01.01-12.23.46:272][  0]LogTurnkeySupport: Turnkey Device: Win64@MACIEKPC: (Name=MACIEKPC, Type=Computer, Status=Valid, , Flags="Device_InstallSoftwareValid")
[2023.01.01-12.23.46:273][  0]LogUdpMessaging: Warning: UDP messaging encountered an error. Auto repair routine started for reinitialization
[2023.01.01-12.23.46:275][  0]LogContentStreaming: Texture pool size now 1000 MB
[2023.01.01-12.23.46:468][  1]LogDerivedDataCache: C:/Users/mtark/AppData/Local/UnrealEngine/Common/DerivedDataCache: Move collision when writing file C:/Users/mtark/AppData/Local/UnrealEngine/Common/DerivedDataCache/Buckets/LegacyNIAGARASM/77/54/0abf5d93d32cf4b3424459b4629778e14550.udd from 'VFX_Pollen/HangingParticulates/ParticleGPUComputeScript'.
[2023.01.01-12.23.47:042][  1]LogSlate: Took 0.000166 seconds to synchronously load lazily loaded font '../../../Engine/Content/Slate/Fonts/Roboto-Regular.ttf' (155K)
[2023.01.01-12.23.47:737][  3]LogUdpMessaging: Display: Added local interface '192.168.0.110' to multicast group '230.0.0.1:6666'
[2023.01.01-12.23.47:845][  3]LogUdpMessaging: Warning: UDP messaging encountered an error. Auto repair routine started for reinitialization
[2023.01.01-12.23.48:480][ 20]LogMeshUtilities: Finished distance field build in 1.8s - 126x126x126 sparse distance field, 1.8Mb total, 0.1Mb always loaded, 51% occupied, 3233 triangles, SM_Cloud_C
[2023.01.01-12.23.49:122][ 41]LogSlate: Took 0.000255 seconds to synchronously load lazily loaded font '../../../Engine/Content/Slate/Fonts/Roboto-Bold.ttf' (160K)
[2023.01.01-12.23.49:759][ 47]LogUdpMessaging: Display: Added local interface '192.168.0.110' to multicast group '230.0.0.1:6666'
[2023.01.01-12.23.49:770][ 47]LogUdpMessaging: Warning: UDP messaging encountered an error. Auto repair routine started for reinitialization
[2023.01.01-12.23.50:296][ 66]LogMeshUtilities: Finished distance field build in 1.2s - 259x28x161 sparse distance field, 1.3Mb total, 0.0Mb always loaded, 65% occupied, 1614 triangles, SM_Large_Gate_01
[2023.01.01-12.23.51:879][ 87]LogUdpMessaging: Display: Added local interface '192.168.0.110' to multicast group '230.0.0.1:6666'
[2023.01.01-12.23.52:052][ 87]LogUdpMessaging: Warning: UDP messaging encountered an error. Auto repair routine started for reinitialization
[2023.01.01-12.23.52:455][ 89]LogMeshUtilities: Finished distance field build in 1.4s - 126x126x126 sparse distance field, 1.2Mb total, 0.0Mb always loaded, 32% occupied, 218 triangles, SM_Kit_Roof_Corner_Out
[2023.01.01-12.23.53:896][ 93]LogUdpMessaging: Display: Added local interface '192.168.0.110' to multicast group '230.0.0.1:6666'
[2023.01.01-12.23.54:054][ 93]LogUdpMessaging: Warning: UDP messaging encountered an error. Auto repair routine started for reinitialization
[2023.01.01-12.23.55:915][ 99]LogUdpMessaging: Display: Added local interface '192.168.0.110' to multicast group '230.0.0.1:6666'
[2023.01.01-12.23.56:055][ 99]LogUdpMessaging: Warning: UDP messaging encountered an error. Auto repair routine started for reinitialization
[2023.01.01-12.23.56:836][102]LogMeshUtilities: Finished distance field build in 1.2s - 126x126x126 sparse distance field, 1.6Mb total, 0.1Mb always loaded, 45% occupied, 1367 triangles, SM_FloatingIsland_S
[2023.01.01-12.23.57:932][105]LogUdpMessaging: Display: Added local interface '192.168.0.110' to multicast group '230.0.0.1:6666'
[2023.01.01-12.23.58:055][105]LogUdpMessaging: Warning: UDP messaging encountered an error. Auto repair routine started for reinitialization
[2023.01.01-12.23.59:847][111]LogUdpMessaging: Display: Added local interface '192.168.0.110' to multicast group '230.0.0.1:6666'
[2023.01.01-12.24.00:056][111]LogUdpMessaging: Warning: UDP messaging encountered an error. Auto repair routine started for reinitialization
[2023.01.01-12.24.01:865][117]LogUdpMessaging: Display: Added local interface '192.168.0.110' to multicast group '230.0.0.1:6666'
[2023.01.01-12.24.02:056][117]LogUdpMessaging: Warning: UDP messaging encountered an error. Auto repair routine started for reinitialization
[2023.01.01-12.24.03:883][123]LogUdpMessaging: Display: Added local interface '192.168.0.110' to multicast group '230.0.0.1:6666'
[2023.01.01-12.24.04:056][123]LogUdpMessaging: Warning: UDP messaging encountered an error. Auto repair routine started for reinitialization
[2023.01.01-12.24.05:902][129]LogUdpMessaging: Display: Added local interface '192.168.0.110' to multicast group '230.0.0.1:6666'
[2023.01.01-12.24.06:057][129]LogUdpMessaging: Warning: UDP messaging encountered an error. Auto repair routine started for reinitialization
[2023.01.01-12.24.06:547][131]LogViewport: Scene viewport resized to 1361x1248, mode Windowed.
[2023.01.01-12.24.07:421][132]LogUdpMessaging: Display: Added local interface '192.168.0.110' to multicast group '230.0.0.1:6666'
[2023.01.01-12.24.07:428][132]LogUdpMessaging: Warning: UDP messaging encountered an error. Auto repair routine started for reinitialization
[2023.01.01-12.24.09:440][143]LogUdpMessaging: Display: Added local interface '192.168.0.110' to multicast group '230.0.0.1:6666'
[2023.01.01-12.24.09:623][143]LogUdpMessaging: Warning: UDP messaging encountered an error. Auto repair routine started for reinitialization
[2023.01.01-12.24.11:458][149]LogUdpMessaging: Display: Added local interface '192.168.0.110' to multicast group '230.0.0.1:6666'
[2023.01.01-12.24.11:625][149]LogUdpMessaging: Warning: UDP messaging encountered an error. Auto repair routine started for reinitialization
[2023.01.01-12.24.12:983][153]LogViewport: Scene viewport resized to 1939x1248, mode Windowed.
[2023.01.01-12.24.13:680][155]LogUdpMessaging: Display: Added local interface '192.168.0.110' to multicast group '230.0.0.1:6666'
[2023.01.01-12.24.13:852][155]LogUdpMessaging: Warning: UDP messaging encountered an error. Auto repair routine started for reinitialization
[2023.01.01-12.24.15:701][161]LogUdpMessaging: Display: Added local interface '192.168.0.110' to multicast group '230.0.0.1:6666'
[2023.01.01-12.24.15:852][161]LogUdpMessaging: Warning: UDP messaging encountered an error. Auto repair routine started for reinitialization
[2023.01.01-12.24.17:717][167]LogUdpMessaging: Display: Added local interface '192.168.0.110' to multicast group '230.0.0.1:6666'
[2023.01.01-12.24.17:852][167]LogUdpMessaging: Warning: UDP messaging encountered an error. Auto repair routine started for reinitialization
[2023.01.01-12.24.19:634][173]LogUdpMessaging: Display: Added local interface '192.168.0.110' to multicast group '230.0.0.1:6666'
[2023.01.01-12.24.19:854][173]LogUdpMessaging: Warning: UDP messaging encountered an error. Auto repair routine started for reinitialization
[2023.01.01-12.24.21:649][179]LogUdpMessaging: Display: Added local interface '192.168.0.110' to multicast group '230.0.0.1:6666'
[2023.01.01-12.24.21:853][179]LogUdpMessaging: Warning: UDP messaging encountered an error. Auto repair routine started for reinitialization
[2023.01.01-12.24.23:664][185]LogUdpMessaging: Display: Added local interface '192.168.0.110' to multicast group '230.0.0.1:6666'
[2023.01.01-12.24.23:853][185]LogUdpMessaging: Warning: UDP messaging encountered an error. Auto repair routine started for reinitialization
[2023.01.01-12.24.25:682][191]LogUdpMessaging: Display: Added local interface '192.168.0.110' to multicast group '230.0.0.1:6666'
[2023.01.01-12.24.25:855][191]LogUdpMessaging: Warning: UDP messaging encountered an error. Auto repair routine started for reinitialization
[2023.01.01-12.24.27:702][197]LogUdpMessaging: Display: Added local interface '192.168.0.110' to multicast group '230.0.0.1:6666'
[2023.01.01-12.24.27:856][197]LogUdpMessaging: Warning: UDP messaging encountered an error. Auto repair routine started for reinitialization
